Series Name,Series Code,Country Name,Country Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,6.66542973291464,7.20611480402871,7.7455677111329,8.05628595698801,7.83851346414709,7.87739381961685,7.87647935485314,7.96732300303607,7.82288191487276,7.12611177375602,6.95732151109314,7.28065716214061,7.40304703357263,7.17887331000107,6.84595183703862,6.37509038419287,5.75156893956679,5.97825402545493,8.11505802981924,8.26521845185554,7.95051095730883,7.83417870398499,7.75174267417314,7.144305281977,6.64714672780048,6.1424720198678,5.63120519296578,5.11677476151402,4.78120398032326,6.48199889946988,5.5635267678738,4.50111396164037,4.36536939147762
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1150245972453,..,5.11519653370731,5.28497449833584,5.73794143546835,6.02503739643859,5.35868156061381,6.08337250758661,6.64626717251979,6.47707439003677,6.33359719344161,5.76887338766774,5.98777345947935,5.69631564653248,5.72077123713532,6.00842758519429,4.97954800065576,5.60205242620912,4.92700719188862,5.33252695444275,5.37336850252877,..,..,5.61214378994617,6.33979200669405,6.16685095426438,6.97129523801761,6.44402866257344,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1391638503739,..,..,..,..,..,5.35851346466615,..,..,..,..,5.6729221757689,..,..,..,..,4.80312439391407,..,4.82947722294019,..,..,..,..,..,6.18499998022976,6.10292233382243,6.72593781056794,6.31494584320598,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.59254789437565,..,3.47504904188974,3.39038049948634,4.07580983187862,4.44833847674261,..,..,7.45118290245479,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,2.82753592634946,3.58614423029678,3.74565634091431,4.05463984150104,4.49505161425222,4.54273320298764,4.8259911701954,5.08086671901291,5.36372426127128,5.14823908752621,5.33380594194123,5.62953810145261,5.72452844064394,5.5269364845669,5.5461570217213,5.21100825892528,4.90809833857313,5.05122674041155,5.34006441075039,4.6947812901056,4.85045387445156,4.74385817742292,4.67698455584154,4.61593416724465,..,..,4.88019043688845,5.4173345274772,5.55752233044107,6.22980444975578,5.83750217999281,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,6.72292927483217,6.57716007861039,..,8.45023759165445,8.9025547766556,8.40352860404312,8.9746114203322,9.72586092279094,..,9.05609572159259,9.78395261602722,9.3930514891848,8.44126928904329,8.31814337528541,7.22909167777531,7.35178661321933,6.74510707403728,7.76766719689741,..,6.58077369965384,6.3979792225021,6.17688716688004,5.99360131618941,6.50459386847509,7.57625759146028,7.92615747272486,7.94031904052061,8.12123147236537,10.5021347423176,9.27571515530409,6.95695281432059,6.17468033137959
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,6.57584471720142,6.43799483709537,..,8.34379982037569,8.66309910971937,8.31895326258498,8.94279745331847,9.63285000653512,..,8.92043503625581,9.30800444594571,8.88075066124869,8.3161174976668,8.09756358570202,7.01629794762117,7.29297762568503,6.66765013180129,7.70882821518409,..,6.51438504294489,6.3614141920122,6.15416605004246,5.94631484616356,6.49767339740736,7.74137590069031,8.0972242538636,7.95428986934921,8.15508324463915,10.5659201979773,9.28446616323841,6.9050164702363,6.04491920788049
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,6.63646605750467,6.48900027536096,..,8.41142677067103,8.89750272895349,8.39384683361859,9.01043006379489,9.79568108762619,..,9.15173819633987,9.914986364325,9.52706746467266,8.57049750743644,8.43066975380142,7.32192245702527,7.44410000701067,6.82351704559889,7.85028563804622,..,6.59979250268613,6.41248465949741,6.18944908930283,6.01746683256076,6.56151244871539,7.66517827869882,8.02826517049105,8.05240930859399,8.11951521221574,10.5021347423176,9.2813882287482,6.96087836126406,6.17267185680774
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,3.67988619620999,..,..,..,..,..,4.96173214832247,..,..,..,..,5.44089445507883,..,..,..,..,4.61234777121053,..,4.7193568230413,..,..,..,..,..,6.24971466380976,6.18731465690626,6.77929116693568,6.3857786124053,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,3.61422260045639,..,..,..,..,..,4.13048394703021,..,..,..,..,4.82481493124476,..,..,..,..,3.38214423954148,..,3.828118495565,..,..,..,..,..,6.47236426818801,6.16006365999765,..,6.15724802479426,4.65659846947682,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,12.3996658650946,..,..,..,..,..,..,..,..,..,..,12.8947096909119,..,11.3084886873054,11.4022085942924,10.6628797683693,9.92282477806531,9.61842786207401,9.82887707843671,10.2756900463094,11.3587811730265,10.907780199297,10.5759555412128,10.6222180677979,10.5984631201438,10.1401605759601,10.8147252623655,..,..,..,9.040315380453,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,12.3841556406469,..,..,..,..,..,..,..,..,..,..,13.696239806593,..,11.9370738776838,12.347710547603,11.2602710924769,10.5123897228664,10.4608101625426,10.5613319734283,11.1401481057396,11.7663816600805,11.8881433803958,11.6119698532403,11.6827704495123,11.9878082979329,12.023044892244,12.6621155950262,..,..,..,10.484426077615,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,12.3841556406469,..,..,..,..,..,..,..,..,..,..,13.5825586635505,..,11.8375504063721,12.2791923297844,11.194816669143,10.4497708604553,10.3486587252803,10.4723939644991,11.0438316685884,11.6994365380212,11.8117036316144,11.5136129376661,11.5911338243686,11.8454271994781,11.8844947839244,12.4878052477056,..,..,..,10.2409525644184,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,3.67021228136769,..,..,..,..,..,4.95791635083039,..,..,..,..,5.55014558838562,..,..,..,5.589982615959,4.57350344207084,..,4.768945378686,4.98221422587592,5.05645582570623,..,..,..,6.2782555392687,6.23924594815873,6.879509330631,6.45643141403028,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,7.16385127868898,7.87654366871729,7.35395657166638,6.5495454427616,6.0340428328869,5.86615395966947,5.4072113681069,4.8861119860875,4.55496250300763,4.27583239142118,4.98214166822557,5.97679085739463,6.15484495754399,5.70285956608681,5.2590421432416,4.81732230842522,4.7836986976915,5.83690575932915,9.16951674909473,9.47664786359397,8.80698195883117,7.9955516144939,7.34963976242822,6.26136373372495,5.46159861362811,5.10520806642466,4.58131211179329,4.10845194988275,3.89210241008079,8.2310472073198,5.5927145266472,3.83365057175047,3.84197561569292
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,6.54832298511352,7.27863057000046,7.73219396206844,7.83291960110333,7.58597830826037,7.5538027461145,7.25849134784381,7.22972961565708,7.17564709994097,6.72563513584098,6.62511329653951,7.14359096791631,7.2753877600074,7.17272701278512,6.83294182417469,6.18704451782999,5.88679636345913,6.2010718655793,8.37279459855778,8.51071307502048,8.11427589721685,8.09929067343271,7.98705934458777,7.41331547242523,6.86171445587466,6.43881695399011,5.92150927886622,5.48132313490449,5.39238037283136,7.15025457422699,6.19611264061718,4.98943162198577,4.8301277655945
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.04906724112202,..,..,7.86438928589193,..,..,..,..,..,..,..,..,..,..,8.70504929043793,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.82392200254264,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,6.53634178413022,7.11571311531168,7.64973550476492,7.64568986584333,7.18809190614347,7.32000278547729,7.18110093385377,7.23683049043284,6.96107705880904,6.38028964779168,6.25637260363681,6.63029143897949,6.71860643863185,6.51792525820804,6.25673858824232,5.91356704202388,5.49991095124032,5.83701724911074,8.06145362614305,8.35658785334967,7.99518526796059,8.05383617348185,7.93638193435988,7.41091107148792,6.83972161241858,6.41260441349987,5.85313267368984,5.3111928542982,4.97548681700816,6.76413563666574,5.84009175202049,4.54449278819808,4.49824955834813
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,2.56502357214683,..,..,..,..,..,3.26373197101745,..,..,..,..,4.2233834640803,..,..,..,..,2.90886875950219,..,3.26225835859127,..,..,..,..,..,7.17426305978802,6.2751686115896,7.88237262927564,6.34423515909485,4.79335003543531,4.17124749058058
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,2.56502357214683,..,..,..,..,..,3.26373197101745,..,..,..,..,4.2233834640803,..,..,..,..,2.90886875950219,..,3.26225835859127,..,..,..,..,..,7.17426305978802,6.2751686115896,7.88237262927564,6.34423515909485,4.79335003543531,4.17124749058058
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,3.07226185716556,3.27518404244539,3.50536601502116,3.69643368326544,4.29534729259687,4.39607094130513,4.53262619587234,5.00291969203014,5.2996744474608,5.44139191631469,5.61304783238674,6.18878844324626,6.05799766132886,5.96061860672696,5.93188419861785,5.62651985133533,5.62618139126769,5.5748094107991,5.90999886487451,5.38014873198951,5.37362811954904,5.30333756150277,5.16929207888607,5.22162767810348,..,..,5.67756326488272,6.16580635992102,6.29394010125096,7.00538441860394,6.64662516390114,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,4.96461710258814,..,5.63646803064639,..,..,6.21420027894903,5.52237939107349,..,..,6.43840791207987,..,5.79427389834692,..,..,..,6.33963987817137,5.48604759105802,5.91827603482919,5.44184995728562,5.65027962430484,5.61128085032768,..,..,5.61356151201114,5.98100808936073,5.87147374105358,6.71084634412343,6.19893975383356,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.7098945514103,51.4117163747271,72.8854696086536,67.2733432760503
Trade (% of GDP),NE.TRD.GNFS.ZS,Albania,ALB,46.1004662837047,44.8105616083383,40.4106676033234,38.1156830212927,35.9348239721958,31.637304878056,32.159563916938,36.89787073527,40.066086463479,39.4369634031142,36.0705200632829,108.785472241159,80.518332770413,53.1025847356112,47.6105948729712,44.895444716607,45.4255562530936,48.1375348189415,51.0110303565873,63.454073132628,66.4910240323437,68.5250682234387,67.0205610427628,67.0471873068205,70.8723467754672,74.2670902393052,83.2020801053931,77.4517514962857,75.0949144008056,76.5433902447878,81.218568933066,76.5102006210933,75.8737138467897,75.4078455964825,71.801006339647,74.809862823171,78.1942495319136,75.6940706898154,75.3821602848745,59.5206994403142,75.5903160937554,84.6980639208685,82.4936845982876
Trade (% of GDP),NE.TRD.GNFS.ZS,Algeria,DZA,65.4649936353318,59.9229312690034,53.7441173561114,53.1763836889134,50.3261206307911,36.026710569926,32.6845844686128,38.111587277742,47.1533197065802,48.3807136815584,52.7175867077307,49.1890842360411,44.9228133698634,48.5844377877809,55.1910052081435,53.7051478767794,52.2439115059386,45.0944505585079,50.9291093379713,62.8583436360347,54.5296491177208,56.5896052814114,57.7691353044878,61.3579975707176,66.8404602203906,65.9152919677621,67.5454733939763,71.0284922505261,64.2847547238993,63.4912159928425,62.2200899610479,60.7576393340605,59.151008157244,56.9235419669867,53.2046225904145,49.7609327925216,49.8208161712587,52.4361676779223,46.5068426081672,40.3897565625388,46.8370592599607,51.2023757404409,43.682914195572
Trade (% of GDP),NE.TRD.GNFS.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210.9375,207.442748091603,202.357563850688,223.2,229.817444219067,218.146718146718,249.821428571429,161.333333333333,157.940663176265,157.543859649123,176.40625,173.824451410658,174.805598755832,162.407132243685,159.165424739195,161.437908496732,171.830985915493,156.568778979907,154.368932038835,136.8,124.684270952928,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105.301742600149,103.901229551372,103.579947051466,106.590962129525,94.6251593320477,108.060067893978,121.364708453698,122.446144139295,104.123635308845,99.9825063313368,91.8000973419114,86.8119327587926,79.3329227828897,62.8885160890192,53.3701580675988,52.2568222278462,66.3780133263399,57.8295381183036,65.9420289329872,74.4644985871074,69.6910705054094,67.0416886089289
Trade (% of GDP),NE.TRD.GNFS.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141.533614122552,130.047089857133,132.018040013227,127.973130855251,130.655152659419,137.625175755884,94.3457201737921,101.122883462968,117.630005076464,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Argentina,ARG,14.2929774788834,15.6114860999886,14.9876701068591,12.3463814292217,18.009425070688,14.4860327921395,15.448969882952,15.743458608705,19.6377977018838,14.9908589999441,13.7530541588891,14.730980586353,16.223151447784,18.1343458669981,19.7714230903755,21.5064684057215,23.3361788437439,23.3500279730689,21.3827449624898,22.6224447777343,21.8522554515453,41.7527243585642,40.6447480311085,40.692646108947,40.5512709706238,40.4334798719151,40.945170618571,40.4026733790382,34.0571269054879,34.9710132635696,35.2061549999644,30.5265423717108,29.3339290021037,28.4067936452275,22.4862260889792,26.0938878488799,25.2896011376779,30.7625359549926,32.6306150458499,30.203698807416,33.078689567466,31.5477080051071,26.6405121334437
Trade (% of GDP),NE.TRD.GNFS.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,81.3357185450209,100.865855188857,101.076759405526,107.973146280234,112.429364602262,86.1148570667578,79.2295601199241,78.5477450545048,71.8424518815414,70.5604791440404,72.2333302273367,69.8642663925336,73.9845018432309,80.0513676022426,73.0706339919371,70.1397385835334,61.0301379818566,56.9750470853147,54.5423279613666,57.2742357441995,64.642975973633,69.4355736620453,75.9616759606704,77.5550481598824,75.778866962639,71.6820743427575,76.0779674593548,87.202376539837,92.473107021212,96.1141541288708,69.4888075396076,79.6698888228399,101.41077826094,119.714642963872
Trade (% of GDP),NE.TRD.GNFS.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,171.362098138748,175.344129554656,168.781911013858,163.267359946327,164.559014267185,145.072879516204,140.391108618306,133.230771421249,132.794291274023,132.430929795173,145.050280144237,141.042626734626,139.972309491093,139.110149824701,137.556575933708,135.464654677581,154.437786862887,156.645197205944,161.891280319633,162.88205210123,145.833663297637,142.239763387132,143.804295515015,145.213552350892,145.343572735289,124.137265493419,147.015576101595,172.884171078304,169.798282934344
Trade (% of GDP),NE.TRD.GNFS.ZS,Australia,AUS,31.6034392228931,30.3246900943933,29.1752457579693,28.5400083297066,32.4883334819514,33.0085289889794,32.5101443607132,32.5649604722381,32.0650048875855,32.1527144597396,32.1891884083095,33.0445567945568,35.3995349245547,36.4588088303684,37.7040452075846,38.2330533547335,37.9808322779409,39.9927024641912,39.0297954188357,40.9352109785505,44.2187044989977,41.4490922022193,40.2015669125448,37.0096135930442,39.1607469727979,41.5594471705758,42.0080200326348,42.8467764017331,45.7408630288694,40.5215889941287,41.851132029052,43.1642964994556,41.2728790174276,42.4840230270994,41.6639319280984,40.974079475775,42.2037316765804,43.7360650798433,46.1875018936291,44.6644560654359,40.3024802691697,45.8217702307271,49.2251840594381
Trade (% of GDP),NE.TRD.GNFS.ZS,Austria,AUT,68.665503986782,64.3692403970828,62.717843835786,66.8367975275057,70.3587487563186,64.2663207365524,63.1008818390388,66.8242938143518,70.8157362192816,71.769481946408,70.3238566862819,67.8961088248008,63.5138270434354,66.246573910845,68.5250057529972,70.4693162982812,75.2444760305554,77.3495216604118,78.5629329772961,85.8426077336549,87.9962567186047,87.5844937054619,86.8822263228608,91.4742201880009,94.6747547827805,98.7857253161241,101.36495843546,102.7437043613,87.6004931021953,99.6448825546716,105.775098372378,105.840791389706,104.985374015367,104.49673998926,103.11758174626,101.573494597172,105.556066755438,108.377969971828,108.207284904426,99.9482141095975,111.032268737901,124.38345148483,116.813919411879
Trade (% of GDP),NE.TRD.GNFS.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,83.0832196452933,86.8637724550898,140.799983402834,133.490445859873,55.3493194555644,85.8937107507733,80.8497401741931,82.0789665326283,77.2278091030634,69.8259648751026,78.5485682796041,78.8151854917601,92.8181443298969,107.551948506262,121.507115894117,115.841884607706,105.262399846369,96.6418081486575,89.2428968637573,74.7440416836369,74.9859884610856,80.5080450059522,78.263069540422,74.6758447629851,69.4832251953347,72.6015079073189,90.0773187345677,90.4023156823216,91.6725765369825,85.8181454084561,72.0178676487811,76.286865687015,86.9822732541779,83.6193503542524
Trade (% of GDP),NE.TRD.GNFS.ZS,"Bahamas, The",BHS,129.75113915177,125.337388329215,124.584487534626,121.895056587134,124.061710865761,121.72295247725,117.126017580178,..,111.000326583932,110.120025268478,106.118618136001,101.461563203602,103.359961190168,104.401963792574,104.465441819773,105.856747021336,79.7348855718879,77.7261671656993,75.7027383336782,79.6449438925669,72.5008806383396,70.2779817050926,71.063540505226,76.0019833710461,81.3962709176308,87.5507143032777,88.0128155625079,87.4292228766863,76.5210439633098,78.6756024311196,88.3336891598687,84.2512406253498,86.7230997133458,84.7664045343126,73.4671304586228,70.740989859601,72.4299034870512,76.2041249861285,72.547364054025,57.9302484384728,72.9515608370203,83.1741573033708,82.7048854482687
